name,street,city,visit,infractions
Northern Youth Services - Justice Holder House,631  Second Line,Sault Ste. Marie,2016-03-01,No infractions found at the time of inspection
Northgate Chip Wagon Plus,Highway 17,Montreal River Harbour,2017-08-08,"Manual dishwashing: Wash, rinse, sanitize technique"
Northgate Chip Wagon Plus,Highway 17,Montreal River Harbour,2017-08-08,No infractions found at the time of inspection
Northgate Chip Wagon Plus,Highway 17,Montreal River Harbour,2016-07-11,No infractions found at the time of inspection
Northgate Chip Wagon Plus,Highway 17,Montreal River Harbour,2016-07-11,No infractions found at the time of inspection
Northgate Chip Wagon Plus,Highway 17,Montreal River Harbour,2015-05-27,Food protected from potential contamination and adulteration
Northgate Chip Wagon Plus,Highway 17,Montreal River Harbour,2015-05-27,No infractions found at the time of inspection
Northridge Montessori School,72 Northern Avenue,Sault Ste. Marie,2017-02-22,No infractions found at the time of inspection
Northridge Montessori School,72 Northern Avenue,Sault Ste. Marie,2017-02-22,No infractions found at the time of inspection
Northridge Montessori School,72 Northern Avenue,Sault Ste. Marie,2016-10-03,No infractions found at the time of inspection
Northridge Montessori School,72 Northern Avenue,Sault Ste. Marie,2016-10-03,Hand washing basin with supplies of soap and paper towels in dispensers
Northridge Montessori School,72 Northern Avenue,Sault Ste. Marie,2016-02-17,No infractions found at the time of inspection
Northridge Montessori School,72 Northern Avenue,Sault Ste. Marie,2016-02-17,No infractions found at the time of inspection
Northstar Family Resource,185 Ottawa Avenue,Elliot Lake,2017-03-29,No infractions found at the time of inspection
Northstar Family Resource,185 Ottawa Avenue,Elliot Lake,2017-03-29,No infractions found at the time of inspection
Northstar Family Resource,185 Ottawa Avenue,Elliot Lake,2016-05-10,No infractions found at the time of inspection
Northstar Family Resource,185 Ottawa Avenue,Elliot Lake,2016-05-10,No infractions found at the time of inspection
Northstar Family Resource,185 Ottawa Avenue,Elliot Lake,2015-06-04,No infractions found at the time of inspection
Northstar Family Resource,185 Ottawa Avenue,Elliot Lake,2015-06-04,No infractions found at the time of inspection
Northwinds Restaurant,2771  Highway 17,Goulais River,2017-11-28,Separate hand washing basin provided for food handlers
Northwinds Restaurant,2771  Highway 17,Goulais River,2017-11-28,No infractions found at the time of inspection
Northwinds Restaurant,2771  Highway 17,Goulais River,2017-05-15,Separate hand washing basin provided for food handlers
Northwinds Restaurant,2771  Highway 17,Goulais River,2017-05-15,Separate raw foods from ready-to-eat foods during storage and handling
Northwinds Restaurant,2771  Highway 17,Goulais River,2016-11-21,No infractions found at the time of inspection
Northwinds Restaurant,2771  Highway 17,Goulais River,2016-11-21,Separate raw foods from ready-to-eat foods during storage and handling
Nugget Food Store,41 Taylor Street,Bruce Mines,2017-04-27,No infractions found at the time of inspection
Nugget Food Store,41 Taylor Street,Bruce Mines,2017-04-27,No infractions found at the time of inspection
Nugget Food Store,41 Taylor Street,Bruce Mines,2016-03-22,No infractions found at the time of inspection
Nugget Food Store,41 Taylor Street,Bruce Mines,2016-03-22,No infractions found at the time of inspection
Nugget Food Store,41 Taylor Street,Bruce Mines,2015-04-27,No infractions found at the time of inspection
Nugget Food Store,41 Taylor Street,Bruce Mines,2015-04-27,No infractions found at the time of inspection
Nyman's Fish Shop,5 East Industrial Park Road,Blind River,2017-05-16,No infractions found at the time of inspection
Nyman's Fish Shop,5 East Industrial Park Road,Blind River,2017-05-16,No infractions found at the time of inspection
Nyman's Fish Shop,5 East Industrial Park Road,Blind River,2016-08-22,No infractions found at the time of inspection
Nyman's Fish Shop,5 East Industrial Park Road,Blind River,2016-08-22,No infractions found at the time of inspection
Nyman's Fish Shop,5 East Industrial Park Road,Blind River,2015-05-11,No infractions found at the time of inspection
Nyman's Fish Shop,5 East Industrial Park Road,Blind River,2015-05-11,No infractions found at the time of inspection
Obadjiwan Conference and Convention Center,896 Hwy 563,Batchawana Bay,2017-11-15,No infractions found at the time of inspection
Obadjiwan Conference and Convention Center,896 Hwy 563,Batchawana Bay,2017-11-15,No infractions found at the time of inspection
Obadjiwan Conference and Convention Center,896 Hwy 563,Batchawana Bay,2017-04-25,No infractions found at the time of inspection
Obadjiwan Conference and Convention Center,896 Hwy 563,Batchawana Bay,2017-04-25,No infractions found at the time of inspection
Obadjiwan Conference and Convention Center,896 Hwy 563,Batchawana Bay,2015-12-22,No infractions found at the time of inspection
Obadjiwan Conference and Convention Center,896 Hwy 563,Batchawana Bay,2015-12-22,No infractions found at the time of inspection
Odd Fellow's Temple,124 Dennis Street,Sault Ste. Marie,2017-06-08,Thermometers used to verify food preparation and storage temperatures;
Odd Fellow's Temple,124 Dennis Street,Sault Ste. Marie,2017-06-08,No infractions found at the time of inspection
Odd Fellow's Temple,124 Dennis Street,Sault Ste. Marie,2016-11-15,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Odd Fellow's Temple,124 Dennis Street,Sault Ste. Marie,2016-11-15,Food contact surfaces washed / rinsed / sanitized after each use and following any operations when contamination may have occurred
Odd Fellow's Temple,124 Dennis Street,Sault Ste. Marie,2015-12-16,"Equipment, non-food contact surfaces and linen are maintained, designed, constructed, installed and accessible for cleaning"
Odd Fellow's Temple,124 Dennis Street,Sault Ste. Marie,2015-12-16,No condemnation / seizure required
Odd Fellow's Temple,124 Dennis Street,Sault Ste. Marie,2015-12-16,Food is held at 4°C (40°F) or less
Odeno - Sault College Student's Union,443  Northern Avenue,Sault Ste. Marie,2017-11-07,No infractions found at the time of inspection
Odeno - Sault College Student's Union,443  Northern Avenue,Sault Ste. Marie,2017-11-07,Food is held at 4°C (40°F) or less
Odeno - Sault College Student's Union,443  Northern Avenue,Sault Ste. Marie,2017-11-07,Hot holding: minimum of 60°C (140°F) after cooking / rapid re-heating
Odeno - Sault College Student's Union,443  Northern Avenue,Sault Ste. Marie,2017-11-07,Toxic / poisonous substances (chemicals/pesticides) to be stored separately from food
Odeno - Sault College Student's Union,443  Northern Avenue,Sault Ste. Marie,2017-08-10,No infractions found at the time of inspection
Odeno - Sault College Student's Union,443  Northern Avenue,Sault Ste. Marie,2017-08-10,No infractions found at the time of inspection
Odeno - Sault College Student's Union,443  Northern Avenue,Sault Ste. Marie,2017-04-03,"Mechanical dishwashing: Wash / rinse water clean, water temperature, timing cycles, sanitizer"
Odeno - Sault College Student's Union,443  Northern Avenue,Sault Ste. Marie,2017-04-03,No infractions found at the time of inspection
Old Apostolic Lutheran Church,12 Fish Hatchery road,Sault Ste. Marie,2015-03-16,No infractions found at the time of inspection
Old Apostolic Lutheran Church,12 Fish Hatchery road,Sault Ste. Marie,2015-03-16,No infractions found at the time of inspection
Old Apostolic Lutheran Church,12 Fish Hatchery road,Sault Ste. Marie,2014-12-04,No infractions found at the time of inspection
Old Apostolic Lutheran Church,12 Fish Hatchery road,Sault Ste. Marie,2014-12-04,No infractions found at the time of inspection
Old Apostolic Lutheran Church,12 Fish Hatchery road,Sault Ste. Marie,2013-10-03,No infractions found at the time of inspection
Old Apostolic Lutheran Church,12 Fish Hatchery road,Sault Ste. Marie,2013-10-03,No infractions found at the time of inspection
Old Stone House,831  Queen Street,Sault Ste. Marie,2017-12-01,No infractions found at the time of inspection
Old Stone House,831  Queen Street,Sault Ste. Marie,2017-12-01,No infractions found at the time of inspection
Old Stone House,831  Queen Street,Sault Ste. Marie,2017-11-24,Frequency of garbage removal adequate to maintain the premises in a sanitary condition
Old Stone House,831  Queen Street,Sault Ste. Marie,2017-11-24,No infractions found at the time of inspection
Old Stone House,831  Queen Street,Sault Ste. Marie,2017-06-08,Food is cooled from 20°C (68°F) to 4°C (40°F) within 4 hours
Old Stone House,831  Queen Street,Sault Ste. Marie,2017-06-08,No infractions found at the time of inspection
Orchard Children's Centre,241 Albert St.,Sault Ste. Marie,2017-10-19,No infractions found at the time of inspection
Orchard Children's Centre,241 Albert St.,Sault Ste. Marie,2017-10-19,No infractions found at the time of inspection
Orchard Children's Centre,241 Albert St.,Sault Ste. Marie,2017-01-19,No infractions found at the time of inspection
Orchard Children's Centre,241 Albert St.,Sault Ste. Marie,2017-01-19,No infractions found at the time of inspection
Orchard Children's Centre,241 Albert St.,Sault Ste. Marie,2016-09-29,No infractions found at the time of inspection
Orchard Children's Centre,241 Albert St.,Sault Ste. Marie,2016-09-29,No infractions found at the time of inspection
Our Lady of Fatima School,140 Hillside Drive North,Elliot Lake,2017-03-21,No infractions found at the time of inspection
Our Lady of Fatima School,140 Hillside Drive North,Elliot Lake,2017-03-21,No infractions found at the time of inspection
Our Lady of Fatima School,140 Hillside Drive North,Elliot Lake,2016-06-06,No infractions found at the time of inspection
Our Lady of Fatima School,140 Hillside Drive North,Elliot Lake,2016-06-06,No infractions found at the time of inspection
Our Lady of Fatima School,140 Hillside Drive North,Elliot Lake,2015-11-25,No infractions found at the time of inspection
Our Lady of Fatima School,140 Hillside Drive North,Elliot Lake,2015-11-25,No infractions found at the time of inspection
Our Lady Of Lourdes  French Immersion Elementary School,139 Mississauga Ave,Elliot Lake,2017-03-21,No infractions found at the time of inspection
Our Lady Of Lourdes  French Immersion Elementary School,139 Mississauga Ave,Elliot Lake,2017-03-21,No infractions found at the time of inspection
Our Lady Of Lourdes  French Immersion Elementary School,139 Mississauga Ave,Elliot Lake,2016-06-06,No infractions found at the time of inspection
Our Lady Of Lourdes  French Immersion Elementary School,139 Mississauga Ave,Elliot Lake,2016-06-06,No infractions found at the time of inspection
Our Lady Of Lourdes  French Immersion Elementary School,139 Mississauga Ave,Elliot Lake,2015-11-25,Thermometers used to verify food preparation and storage temperatures;
Our Lady Of Lourdes  French Immersion Elementary School,139 Mississauga Ave,Elliot Lake,2015-11-25,No infractions found at the time of inspection
Our Lady of Lourdes Catholic School Serving Kitchen,319 Prentice Ave.,Sault Ste. Marie,2016-10-28,No infractions found at the time of inspection
Our Lady of Lourdes Catholic School Serving Kitchen,319 Prentice Ave.,Sault Ste. Marie,2016-10-28,No infractions found at the time of inspection
Our Lady of Lourdes Catholic School Serving Kitchen,319 Prentice Ave.,Sault Ste. Marie,2016-10-19,Thermometers used to verify food preparation and storage temperatures;
Our Lady of Lourdes Catholic School Serving Kitchen,319 Prentice Ave.,Sault Ste. Marie,2016-10-19,No infractions found at the time of inspection
Our Place Confectionary,1157 People's Road,Sault Ste. Marie,2017-10-17,No infractions found at the time of inspection
Our Place Confectionary,1157 People's Road,Sault Ste. Marie,2017-10-17,No infractions found at the time of inspection
Our Place Confectionary,1157 People's Road,Sault Ste. Marie,2017-05-16,No infractions found at the time of inspection
Our Place Confectionary,1157 People's Road,Sault Ste. Marie,2017-05-16,No infractions found at the time of inspection
Our Place Confectionary,1157 People's Road,Sault Ste. Marie,2016-10-17,No infractions found at the time of inspection
Our Place Confectionary,1157 People's Road,Sault Ste. Marie,2016-10-17,No infractions found at the time of inspection
Our Sugar Shack,265  Hillside Drive,Elliot Lake,2017-03-23,No infractions found at the time of inspection
Our Sugar Shack,265  Hillside Drive,Elliot Lake,2017-03-23,No infractions found at the time of inspection
Our Sugar Shack,265  Hillside Drive,Elliot Lake,2015-06-04,No infractions found at the time of inspection
Our Sugar Shack,265  Hillside Drive,Elliot Lake,2015-06-04,No infractions found at the time of inspection
Our Sugar Shack,265  Hillside Drive,Elliot Lake,2014-01-29,No infractions found at the time of inspection
Our Sugar Shack,265  Hillside Drive,Elliot Lake,2014-01-29,No infractions found at the time of inspection
